State,Year,Month,Indicator,Actual Deaths,Percent Pending Investigation,State Name
MD,2015,March,"Synthetic opioids, excl. methadone (T40.4)",263,0.008543722,Maryland
MD,2015,January,Number of Drug Overdose Deaths,0,0.008585165,Maryland
MD,2015,January,"Opioids (T40.0-T40.4,T40.6)",936,0.008585165,Maryland
ME,2015,November,Heroin (T40.1),55,0.0,Maine
MD,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",685,0.014741497,Maryland
MD,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",556,0.021015909,Maryland
MI,2015,January,Number of Drug Overdose Deaths,0,0.045028625,Michigan
MI,2015,November,Number of Drug Overdose Deaths,0,0.04121271,Michigan
MI,2015,October,Number of Drug Overdose Deaths,0,0.044173792,Michigan
MI,2015,March,Number of Drug Overdose Deaths,0,0.045702868,Michigan
MI,2015,May,Number of Drug Overdose Deaths,0,0.045426214,Michigan
ME,2015,November,Psychostimulants with abuse potential (T43.6),21,0.0,Maine
ME,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",127,0.0,Maine
ME,2015,November,"Opioids (T40.0-T40.4,T40.6)",241,0.0,Maine
ME,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",203,0.0,Maine
ME,2015,November,Methadone (T40.3),37,0.0,Maine
ME,2015,November,Cocaine (T40.5),33,0.0,Maine
ME,2015,October,Number of Drug Overdose Deaths,265,0.006959911,Maine
ME,2015,October,Cocaine (T40.5),28,0.006959911,Maine
ME,2015,October,"Synthetic opioids, excl. methadone (T40.4)",107,0.006959911,Maine
ME,2015,October,Heroin (T40.1),51,0.006959911,Maine
ME,2015,October,"Opioids (T40.0-T40.4,T40.6)",237,0.006959911,Maine
ME,2015,October,Psychostimulants with abuse potential (T43.6),19,0.006959911,Maine
ME,2015,October,Natural & semi-synthetic opioids (T40.2),105,0.006959911,Maine
ME,2015,October,Methadone (T40.3),41,0.006959911,Maine
ME,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",130,0.006959911,Maine
ME,2015,November,Number of Drug Overdose Deaths,271,0.0,Maine
MI,2015,February,Number of Drug Overdose Deaths,0,0.045960303,Michigan
MD,2015,November,"Opioids (T40.0-T40.4,T40.6)",0,0.021015909,Maryland
MI,2015,June,Number of Drug Overdose Deaths,0,0.048453185,Michigan
ME,2015,March,Heroin (T40.1),42,0.028774908,Maine
MD,2015,November,Psychostimulants with abuse potential (T43.6),25,0.021015909,Maryland
MD,2015,March,Number of Drug Overdose Deaths,0,0.008543722,Maryland
MD,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",672,0.008543722,Maryland
MD,2015,March,Cocaine (T40.5),119,0.008543722,Maryland
MD,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",528,0.010616838,Maryland
MD,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",664,0.010616838,Maryland
MD,2015,May,Number of Drug Overdose Deaths,0,0.010616838,Maryland
MD,2015,May,Cocaine (T40.5),121,0.010616838,Maryland
MD,2015,March,Natural & semi-synthetic opioids (T40.2),403,0.008543722,Maryland
MD,2015,May,"Synthetic opioids, excl. methadone (T40.4)",233,0.010616838,Maryland
MD,2015,May,Methadone (T40.3),173,0.010616838,Maryland
MD,2015,May,Natural & semi-synthetic opioids (T40.2),403,0.010616838,Maryland
MD,2015,May,Psychostimulants with abuse potential (T43.6),18,0.010616838,Maryland
MD,2015,May,Heroin (T40.1),337,0.010616838,Maryland
MD,2015,November,"Synthetic opioids, excl. methadone (T40.4)",330,0.021015909,Maryland
MD,2015,November,Heroin (T40.1),396,0.021015909,Maryland
MD,2015,November,Natural & semi-synthetic opioids (T40.2),418,0.021015909,Maryland
MD,2015,November,Number of Drug Overdose Deaths,0,0.021015909,Maryland
MD,2015,May,"Opioids (T40.0-T40.4,T40.6)",975,0.010616838,Maryland
MD,2015,February,"Opioids (T40.0-T40.4,T40.6)",964,0.008553405,Maryland
ME,2015,March,Methadone (T40.3),36,0.028774908,Maine
MI,2015,July,Number of Drug Overdose Deaths,0,0.052603339,Michigan
MA,2015,November,Number of Drug Overdose Deaths,0,1.082837033,Massachusetts
NY,2015,October,Cocaine (T40.5),345,0.37075739,New York
NY,2015,May,"Synthetic opioids, excl. methadone (T40.4)",354,0.313323869,New York
NM,2015,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",238,0.064278619,New Mexico
NM,2015,September,"Opioids (T40.0-T40.4,T40.6)",369,0.064278619,New Mexico
NM,2015,September,Cocaine (T40.5),47,0.064278619,New Mexico
NM,2015,September,Natural & semi-synthetic opioids (T40.2),180,0.064278619,New Mexico
TX,2015,January,Number of Drug Overdose Deaths,0,0.183968603,Texas
TX,2015,March,Number of Drug Overdose Deaths,0,0.181538152,Texas
TX,2015,May,Number of Drug Overdose Deaths,0,0.17702741,Texas
TX,2015,July,Number of Drug Overdose Deaths,0,0.173163786,Texas
TX,2015,June,Number of Drug Overdose Deaths,0,0.171903252,Texas
NM,2015,September,Number of Drug Overdose Deaths,513,0.064278619,New Mexico
NM,2015,November,Methadone (T40.3),35,0.093512566,New Mexico
NM,2015,November,"Opioids (T40.0-T40.4,T40.6)",366,0.093512566,New Mexico
NM,2015,January,"Synthetic opioids, excl. methadone (T40.4)",67,0.041053311,New Mexico
NM,2015,January,Psychostimulants with abuse potential (T43.6),127,0.041053311,New Mexico
NM,2015,January,Heroin (T40.1),158,0.041053311,New Mexico
NM,2015,January,Number of Drug Overdose Deaths,548,0.041053311,New Mexico
NM,2015,January,Methadone (T40.3),42,0.041053311,New Mexico
NM,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",287,0.041053311,New Mexico
NM,2015,January,"Opioids (T40.0-T40.4,T40.6)",413,0.041053311,New Mexico
NM,2015,January,Natural & semi-synthetic opioids (T40.2),223,0.041053311,New Mexico
NM,2015,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",234,0.093512566,New Mexico
NM,2015,September,Psychostimulants with abuse potential (T43.6),126,0.064278619,New Mexico
NM,2015,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",246,0.070286417,New Mexico
NM,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",216,0.070286417,New Mexico
NC,2015,April,Natural & semi-synthetic opioids (T40.2),486,0.354321824,North Carolina
NC,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",575,0.354321824,North Carolina
NC,2015,April,Methadone (T40.3),122,0.354321824,North Carolina
MT,2015,November,Number of Drug Overdose Deaths,128,0.112485939,Montana
MT,2015,October,Number of Drug Overdose Deaths,126,0.122236936,Montana
US,2015,December,"Opioids (T40.0-T40.4,T40.6)",0,0.153226513,United States
US,2015,December,"Synthetic opioids, excl. methadone (T40.4)",0,0.153226513,United States
NM,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",209,0.064278619,New Mexico
NM,2015,September,Methadone (T40.3),34,0.064278619,New Mexico
TX,2015,February,Number of Drug Overdose Deaths,0,0.185013876,Texas
NM,2015,September,"Synthetic opioids, excl. methadone (T40.4)",57,0.064278619,New Mexico
NM,2015,September,Heroin (T40.1),157,0.064278619,New Mexico
NM,2015,November,Cocaine (T40.5),48,0.093512566,New Mexico
NM,2015,October,Number of Drug Overdose Deaths,518,0.070286417,New Mexico
NM,2015,October,Cocaine (T40.5),48,0.070286417,New Mexico
NM,2015,October,"Synthetic opioids, excl. methadone (T40.4)",57,0.070286417,New Mexico
NM,2015,October,Heroin (T40.1),152,0.070286417,New Mexico
NM,2015,October,"Opioids (T40.0-T40.4,T40.6)",376,0.070286417,New Mexico
NM,2015,October,Psychostimulants with abuse potential (T43.6),117,0.070286417,New Mexico
NM,2015,October,Natural & semi-synthetic opioids (T40.2),184,0.070286417,New Mexico
NM,2015,October,Methadone (T40.3),37,0.070286417,New Mexico
NM,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",254,0.041053311,New Mexico
NM,2015,July,Methadone (T40.3),37,0.041198281,New Mexico
NM,2015,July,Natural & semi-synthetic opioids (T40.2),187,0.041198281,New Mexico
NM,2015,July,Cocaine (T40.5),52,0.041198281,New Mexico
NM,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",198,0.093775642,New Mexico
NM,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",245,0.041198281,New Mexico
NM,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",215,0.041198281,New Mexico
NM,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",225,0.041147425,New Mexico
NM,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",254,0.041147425,New Mexico
NM,2015,May,Number of Drug Overdose Deaths,523,0.041147425,New Mexico
NM,2015,May,Cocaine (T40.5),60,0.041147425,New Mexico
NM,2015,May,"Synthetic opioids, excl. methadone (T40.4)",57,0.041147425,New Mexico
NM,2015,May,"Opioids (T40.0-T40.4,T40.6)",380,0.041147425,New Mexico
NM,2015,May,Methadone (T40.3),41,0.041147425,New Mexico
NM,2015,May,Natural & semi-synthetic opioids (T40.2),194,0.041147425,New Mexico
NM,2015,May,Psychostimulants with abuse potential (T43.6),120,0.041147425,New Mexico
NM,2015,May,Heroin (T40.1),153,0.041147425,New Mexico
NM,2015,November,"Synthetic opioids, excl. methadone (T40.4)",48,0.093512566,New Mexico
NM,2015,November,Heroin (T40.1),153,0.093512566,New Mexico
NM,2015,November,Natural & semi-synthetic opioids (T40.2),178,0.093512566,New Mexico
NM,2015,November,Number of Drug Overdose Deaths,510,0.093512566,New Mexico
NM,2015,November,Psychostimulants with abuse potential (T43.6),121,0.093512566,New Mexico
NM,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",209,0.093512566,New Mexico
NM,2015,March,Cocaine (T40.5),69,0.040983607,New Mexico
NM,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",276,0.040983607,New Mexico
NM,2015,February,"Opioids (T40.0-T40.4,T40.6)",405,0.041130501,New Mexico
NC,2015,April,"Opioids (T40.0-T40.4,T40.6)",0,0.354321824,North Carolina
NM,2015,February,Heroin (T40.1),163,0.041130501,New Mexico
NM,2015,February,Number of Drug Overdose Deaths,546,0.041130501,New Mexico
NM,2015,July,Psychostimulants with abuse potential (T43.6),121,0.041198281,New Mexico
NM,2015,July,Heroin (T40.1),162,0.041198281,New Mexico
NM,2015,July,Number of Drug Overdose Deaths,520,0.041198281,New Mexico
NM,2015,July,"Opioids (T40.0-T40.4,T40.6)",380,0.041198281,New Mexico
NM,2015,January,Cocaine (T40.5),74,0.041053311,New Mexico
NM,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",277,0.041130501,New Mexico
NM,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",247,0.041130501,New Mexico
NM,2015,December,Number of Drug Overdose Deaths,496,0.093775642,New Mexico
NM,2015,December,"Synthetic opioids, excl. methadone (T40.4)",41,0.093775642,New Mexico
NM,2015,December,"Opioids (T40.0-T40.4,T40.6)",353,0.093775642,New Mexico
NM,2015,December,Heroin (T40.1),153,0.093775642,New Mexico
NM,2015,December,Methadone (T40.3),34,0.093775642,New Mexico
NM,2015,December,Cocaine (T40.5),50,0.093775642,New Mexico
NM,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",219,0.093775642,New Mexico
NM,2015,December,Natural & semi-synthetic opioids (T40.2),168,0.093775642,New Mexico
NM,2015,July,"Synthetic opioids, excl. methadone (T40.4)",59,0.041198281,New Mexico
NM,2015,December,Psychostimulants with abuse potential (T43.6),118,0.093775642,New Mexico
NM,2015,February,Cocaine (T40.5),72,0.041130501,New Mexico
NM,2015,February,Psychostimulants with abuse potential (T43.6),130,0.041130501,New Mexico
NM,2015,February,Methadone (T40.3),44,0.041130501,New Mexico
NM,2015,February,"Synthetic opioids, excl. methadone (T40.4)",61,0.041130501,New Mexico
NM,2015,February,Natural & semi-synthetic opioids (T40.2),212,0.041130501,New Mexico
NC,2015,April,Psychostimulants with abuse potential (T43.6),41,0.354321824,North Carolina
NC,2015,April,Heroin (T40.1),310,0.354321824,North Carolina
MT,2015,September,Number of Drug Overdose Deaths,125,0.123026451,Montana
NC,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",747,0.356557004,North Carolina
NC,2015,January,Cocaine (T40.5),220,0.344305192,North Carolina
NC,2015,January,"Synthetic opioids, excl. methadone (T40.4)",209,0.344305192,North Carolina
NC,2015,January,Psychostimulants with abuse potential (T43.6),31,0.344305192,North Carolina
NC,2015,December,Natural & semi-synthetic opioids (T40.2),555,0.245487365,North Carolina
NC,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",861,0.245487365,North Carolina
NC,2015,December,Cocaine (T40.5),313,0.245487365,North Carolina
NC,2015,December,Methadone (T40.3),106,0.245487365,North Carolina
NC,2015,April,Cocaine (T40.5),241,0.354321824,North Carolina
NC,2015,April,Number of Drug Overdose Deaths,0,0.354321824,North Carolina
NC,2015,August,Psychostimulants with abuse potential (T43.6),50,0.364995994,North Carolina
NC,2015,August,Natural & semi-synthetic opioids (T40.2),512,0.364995994,North Carolina
NC,2015,August,"Synthetic opioids, excl. methadone (T40.4)",254,0.364995994,North Carolina
NC,2015,August,"Opioids (T40.0-T40.4,T40.6)",0,0.364995994,North Carolina
NC,2015,August,Heroin (T40.1),317,0.364995994,North Carolina
NC,2015,August,Methadone (T40.3),109,0.364995994,North Carolina
NC,2015,January,Heroin (T40.1),270,0.344305192,North Carolina
NC,2015,August,Number of Drug Overdose Deaths,0,0.364995994,North Carolina
NC,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",593,0.364995994,North Carolina
NC,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",784,0.364995994,North Carolina
NC,2015,August,Cocaine (T40.5),262,0.364995994,North Carolina
NC,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",557,0.356557004,North Carolina
NC,2015,December,Number of Drug Overdose Deaths,0,0.245487365,North Carolina
NC,2015,February,"Opioids (T40.0-T40.4,T40.6)",986,0.356557004,North Carolina
NC,2015,February,Natural & semi-synthetic opioids (T40.2),466,0.356557004,North Carolina
UT,2015,June,Methadone (T40.3),40,0.338237781,Utah
UT,2015,June,"Synthetic opioids, excl. methadone (T40.4)",63,0.338237781,Utah
UT,2015,June,Cocaine (T40.5),40,0.338237781,Utah
UT,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",389,0.342850719,Utah
UT,2015,June,Heroin (T40.1),116,0.338237781,Utah
UT,2015,July,"Synthetic opioids, excl. methadone (T40.4)",62,0.342850719,Utah
UT,2015,July,"Opioids (T40.0-T40.4,T40.6)",436,0.342850719,Utah
UT,2015,July,Number of Drug Overdose Deaths,596,0.342850719,Utah
UT,2015,July,Heroin (T40.1),116,0.342850719,Utah
UT,2015,July,Psychostimulants with abuse potential (T43.6),115,0.342850719,Utah
UT,2015,July,Cocaine (T40.5),38,0.342850719,Utah
UT,2015,July,Natural & semi-synthetic opioids (T40.2),363,0.342850719,Utah
UT,2015,July,Methadone (T40.3),45,0.342850719,Utah
UT,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",419,0.342850719,Utah
NC,2015,December,Psychostimulants with abuse potential (T43.6),62,0.245487365,North Carolina
NC,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",634,0.245487365,North Carolina
NC,2015,February,Cocaine (T40.5),237,0.356557004,North Carolina
NC,2015,February,Psychostimulants with abuse potential (T43.6),35,0.356557004,North Carolina
NC,2015,February,Methadone (T40.3),121,0.356557004,North Carolina
NC,2015,February,"Synthetic opioids, excl. methadone (T40.4)",228,0.356557004,North Carolina
NC,2015,February,Number of Drug Overdose Deaths,0,0.356557004,North Carolina
NC,2015,February,Heroin (T40.1),285,0.356557004,North Carolina
NM,2015,March,Number of Drug Overdose Deaths,544,0.040983607,New Mexico
NC,2015,December,"Synthetic opioids, excl. methadone (T40.4)",301,0.245487365,North Carolina
NC,2015,December,Heroin (T40.1),381,0.245487365,North Carolina
NC,2015,July,Natural & semi-synthetic opioids (T40.2),510,0.365948901,North Carolina
NC,2015,July,Cocaine (T40.5),262,0.365948901,North Carolina
NC,2015,July,Psychostimulants with abuse potential (T43.6),49,0.365948901,North Carolina
NC,2015,July,Heroin (T40.1),321,0.365948901,North Carolina
NC,2015,January,Methadone (T40.3),127,0.344305192,North Carolina
NC,2015,July,Number of Drug Overdose Deaths,0,0.365948901,North Carolina
NC,2015,July,"Synthetic opioids, excl. methadone (T40.4)",261,0.365948901,North Carolina
NC,2015,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",800,0.365948901,North Carolina
NC,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",597,0.365948901,North Carolina
NC,2015,June,Cocaine (T40.5),254,0.370918219,North Carolina
NC,2015,June,"Synthetic opioids, excl. methadone (T40.4)",257,0.370918219,North Carolina
NC,2015,June,Methadone (T40.3),126,0.370918219,North Carolina
NC,2015,June,Number of Drug Overdose Deaths,0,0.370918219,North Carolina
NC,2015,July,"Opioids (T40.0-T40.4,T40.6)",0,0.365948901,North Carolina
US,2015,December,Heroin (T40.1),0,0.153226513,United States
NC,2015,April,"Synthetic opioids, excl. methadone (T40.4)",236,0.354321824,North Carolina
MT,2015,March,Number of Drug Overdose Deaths,129,0.221612495,Montana
MT,2015,May,Number of Drug Overdose Deaths,135,0.197731294,Montana
MT,2015,July,Number of Drug Overdose Deaths,128,0.174969123,Montana
MT,2015,June,Number of Drug Overdose Deaths,132,0.186161961,Montana
NC,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",762,0.354321824,North Carolina
NC,2015,July,Methadone (T40.3),120,0.365948901,North Carolina
NC,2015,December,"Opioids (T40.0-T40.4,T40.6)",0,0.245487365,North Carolina
NC,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",577,0.344305192,North Carolina
NC,2015,January,"Opioids (T40.0-T40.4,T40.6)",979,0.344305192,North Carolina
NC,2015,January,Number of Drug Overdose Deaths,0,0.344305192,North Carolina
NC,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",751,0.344305192,North Carolina
NC,2015,June,Heroin (T40.1),323,0.370918219,North Carolina
NC,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",590,0.370918219,North Carolina
NC,2015,March,Psychostimulants with abuse potential (T43.6),34,0.357530775,North Carolina
NC,2015,March,Methadone (T40.3),124,0.357530775,North Carolina
NC,2015,March,"Opioids (T40.0-T40.4,T40.6)",0,0.357530775,North Carolina
NC,2015,March,Heroin (T40.1),295,0.357530775,North Carolina
NC,2015,March,"Synthetic opioids, excl. methadone (T40.4)",234,0.357530775,North Carolina
NC,2015,March,Natural & semi-synthetic opioids (T40.2),472,0.357530775,North Carolina
NC,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",565,0.357530775,North Carolina
